23.07692,15.38462,61.53846,86.66667,13.33333
14.28571,42.85714,42.85714,46.66667,53.33333
58.33333,0.00000,41.66667,80.00000,20.00000
66.66667,0.00000,33.33333,20.00000,80.00000
40.00000,20.00000,40.00000,33.33333,66.66667
75.00000,0.00000,25.00000,26.66667,73.33333
66.66667,0.00000,33.33333,20.00000,80.00000
57.14286,0.00000,42.85714,46.66667,53.33333
75.00000,0.00000,25.00000,26.66667,73.33333
100.00000,0.00000,0.00000,26.66667,73.33333
44.44444,22.22222,33.33333,60.00000,40.00000
100.00000,0.00000,0.00000,26.66667,73.33333
12.50000,0.00000,87.50000,53.33333,46.66667
77.77778,0.00000,22.22222,60.00000,40.00000
25.00000,0.00000,75.00000,53.33333,46.66667
62.50000,0.00000,37.50000,53.33333,46.66667
50.00000,0.00000,50.00000,26.66667,73.33333
25.00000,0.00000,75.00000,80.00000,20.00000
96.29630,3.70370,0.00000,51.92308,48.07692
12.50000,12.50000,75.00000,53.33333,46.66667
81.81818,9.09091,9.09091,73.33333,26.66667
1.00000,0.00000,99.00000,46.66667,53.33333
80.00000,0.00000,20.00000,33.33333,66.66667
25.00000,0.00000,75.00000,26.66667,73.33333
80.00000,0.00000,20.00000,66.66667,33.33333
60.00000,20.00000,20.00000,33.33333,66.66667
41.66667,16.66667,41.66667,80.00000,20.00000
40.00000,0.00000,60.00000,33.33333,66.66667
71.42857,0.00000,28.57143,46.66667,53.33333
37.50000,0.00000,62.50000,53.33333,46.66667
8.33333,0.00000,91.66667,80.00000,20.00000
37.50000,12.50000,50.00000,53.33333,46.66667
75.00000,12.50000,12.50000,53.33333,46.66667
12.50000,50.00000,37.50000,53.33333,46.66667
50.00000,12.50000,37.50000,53.33333,46.66667
100.00000,0.00000,0.00000,20.00000,80.00000
88.88889,11.11111,0.00000,60.00000,40.00000
100.00000,0.00000,0.00000,13.33333,86.66667
0.00000,80.00000,20.00000,33.33333,66.66667
100.00000,0.00000,0.00000,26.66667,73.33333
25.00000,0.00000,75.00000,53.33333,46.66667
28.57143,0.00000,71.42857,93.33333,6.66667
22.22222,11.11111,66.66667,60.00000,40.00000
57.14286,0.00000,42.85714,93.33333,6.66667
100.00000,0.00000,0.00000,60.00000,40.00000
64.51613,16.12903,19.35484,59.61538,40.38462
53.84615,7.69231,38.46154,86.66667,13.33333
28.57143,0.00000,71.42857,46.66667,53.33333
22.22222,22.22222,55.55556,60.00000,40.00000
83.33333,0.00000,16.66667,80.00000,20.00000
75.00000,0.00000,25.00000,26.66667,73.33333
100.00000,0.00000,0.00000,20.00000,80.00000
80.00000,0.00000,20.00000,33.33333,66.66667
55.55556,0.00000,44.44444,60.00000,40.00000
80.00000,0.00000,20.00000,33.33333,66.66667
80.00000,0.00000,20.00000,33.33333,66.66667
0.00000,83.33333,16.66667,40.00000,60.00000
50.00000,20.00000,30.00000,66.66667,33.33333
22.22222,0.00000,77.77778,60.00000,40.00000
0.00000,11.11111,88.88889,60.00000,40.00000
50.00000,16.66667,33.33333,80.00000,20.00000
88.88889,11.11111,0.00000,60.00000,40.00000
42.85714,0.00000,57.14286,46.66667,53.33333
54.76190,2.38095,42.85714,80.76923,19.23077
37.50000,12.50000,50.00000,53.33333,46.66667
83.33333,0.00000,16.66667,40.00000,60.00000
28.57143,57.14286,14.28571,46.66667,53.33333
66.66667,0.00000,33.33333,40.00000,60.00000
66.66667,0.00000,33.33333,40.00000,60.00000
12.50000,50.00000,37.50000,53.33333,46.66667
100.00000,0.00000,0.00000,26.66667,73.33333
28.57143,0.00000,71.42857,46.66667,53.33333
75.00000,0.00000,25.00000,26.66667,73.33333
45.45455,0.00000,54.54545,73.33333,26.66667
41.66667,25.00000,33.33333,80.00000,20.00000
63.63636,9.09091,27.27273,73.33333,26.66667
20.00000,60.00000,20.00000,33.33333,66.66667
50.00000,16.66667,33.33333,40.00000,60.00000
57.14286,0.00000,42.85714,46.66667,53.33333
40.00000,20.00000,40.00000,66.66667,33.33333
36.36364,0.00000,63.63636,73.33333,26.66667
33.33333,22.22222,44.44444,60.00000,40.00000
10.00000,30.00000,60.00000,66.66667,33.33333
100.00000,0.00000,0.00000,60.00000,40.00000
70.00000,0.00000,30.00000,66.66667,33.33333
44.44444,22.22222,33.33333,60.00000,40.00000
50.00000,0.00000,50.00000,13.33333,86.66667
40.00000,20.00000,40.00000,33.33333,66.66667
42.85714,14.28571,42.85714,46.66667,53.33333
60.00000,0.00000,40.00000,33.33333,66.66667
50.00000,8.33333,41.66667,80.00000,20.00000
